question;answer
Κάθε βρόχος που υλοποιείται με την εντολή ΟΣΟ … ΕΠΑΝΑΛΑΒΕ μπορεί να γραφεί και με χρήση της εντολής ΓΙΑ … ΑΠΟ … ΜΕΧΡΙ.;false
Η μεταφορά δεδομένων είναι μία από τις λειτουργίες που εκτελεί ο υπολογιστής.;true
Ένα τμήμα αλγορίθμου που εκτελείται επαναληπτικά αποκαλείται βρόχος.;true
Όταν ένα υποπρόγραμμα καλείται από το κύριο πρόγραμμα, η διεύθυνση επιστροφής αποθηκεύεται από το μεταφραστή σε μια ουρά.;false
Οι τύποι των μεταβλητών που υποστηρίζει η ΓΛΩΣΣΑ είναι μόνο ΠΡΑΓΜΑΤΙΚΕΣ και ΑΚΕΡΑΙΕΣ.;false
Οι εντολές που βρίσκονται σε μια επανάληψη ΟΣΟ, εκτελούνται τουλάχιστον μία φορά. ;false
Κατά την εκτέλεση του προγράμματος η εντολή ΔΙΑΒΑΣΕ διακόπτει την εκτέλεσή του και περιμένει την εισαγωγή τιμών από το πληκτρολόγιο.;true
Η στοίβα χρησιμοποιεί δύο δείκτες.;false
Ένα επιλύσιμο πρόβλημα μπορεί να είναι αδόμητο.;true
Η χρήση της εντολής ΕΠΙΛΕΞΕ λόγω της συμπαγούς δομής αποτελεί μειονέκτημα στο προγραμματισμό.;false
Η σύγκριση λογικών δεδομένων έχει έννοια μόνο στην περίπτωση του ίσου (=) και του διάφορου (<>).;true
Ο βρόχος Για Κ από 5 μέχρι 5 δεν εκτελείται καμία φορά.;false
Αλγόριθμοι + Δομές Δεδομένων = Προγράμματα.;true
Στη δομή ενός προγράμματος το τμήμα δήλωσης των σταθερών ακολουθεί το τμήμα δήλωσης των μεταβλητών.;false
Εμφωλευμένα ΑΝ ονομάζονται δύο ή περισσότερες εντολές της μορφής ΑΝ ... ΤΟΤΕ ... ΑΛΛΙΩΣ που περιέχονται η μία μέσα στην άλλη. ;true
Η καταγραφή της δομής ενός προβλήματος σημαίνει αυτόματα ότι έχει αρχίσει η διαδικασία ανάλυσης του προβλήματος σε άλλα απλούστερα.;true
Στη διαδικασία η λίστα παραμέτρων είναι υποχρεωτική.;false
Η δυναμική παραχώρηση μνήμης χρησιμοποιείται στις στατικές δομές δεδομένων.;false
Κατά την κλήση ενός υποπρογράμματος η πραγματική παράμετρος και η αντίστοιχη τυπική της είναι δυνατόν να έχουν το ίδιο όνομα.;true
Η μεταφορά δεδομένων είναι μία από τις λειτουργίες που εκτελεί ο υπολογιστής.;true
Ένα τμήμα αλγορίθμου που εκτελείται επαναληπτικά αποκαλείται βρόχος.;true
Όταν ένα υποπρόγραμμα καλείται από το κύριο πρόγραμμα, η διεύθυνση επιστροφής αποθηκεύεται από το μεταφραστή σε μια ουρά.;false
Οι τύποι των μεταβλητών που υποστηρίζει η ΓΛΩΣΣΑ είναι μόνο ΠΡΑΓΜΑΤΙΚΕΣ και ΑΚΕΡΑΙΕΣ.;false
Οι εντολές που βρίσκονται σε μια επανάληψη ΟΣΟ, εκτελούνται τουλάχιστον μία φορά. ;false
Κατά την εκτέλεση του προγράμματος η εντολή ΔΙΑΒΑΣΕ διακόπτει την εκτέλεσή του και περιμένει την εισαγωγή τιμών από το πληκτρολόγιο.;true
Η στοίβα χρησιμοποιεί δύο δείκτες.;false
Ένα επιλύσιμο πρόβλημα μπορεί να είναι αδόμητο.;true
Η χρήση της εντολής ΕΠΙΛΕΞΕ λόγω της συμπαγούς δομής αποτελεί μειονέκτημα στο προγραμματισμό.;false
Η σύγκριση λογικών δεδομένων έχει έννοια μόνο στην περίπτωση του ίσου (=) και του διάφορου (<>).;true
Η καταγραφή της δομής ενός προβλήματος σημαίνει αυτόματα ότι έχει αρχίσει η διαδικασία ανάλυσης του προβλήματος σε άλλα απλούστερα.;true
Στη διαδικασία η λίστα παραμέτρων είναι υποχρεωτική.;false
Η δυναμική παραχώρηση μνήμης χρησιμοποιείται στις στατικές δομές δεδομένων.;false
Κατά την κλήση ενός υποπρογράμματος η πραγματική παράμετρος και η αντίστοιχη τυπική της είναι δυνατόν να έχουν το ίδιο όνομα.;true
Μια υπολογιστική διαδικασία που δεν τελειώνει μετά από συγκεκριμένο αριθμό βημάτων αποτελεί αλγόριθμο. ;false
Η εγγραφή είναι δομή δεδομένων η οποία αποτελείται από πεδία που αποθηκεύουν χαρακτηριστικά. ;true
Η αντικειμενοστραφής σχεδίαση εκλαμβάνει τις «ενέργειες» ως πρωτεύοντα δομικά στοιχεία ενός προγράμματος. ;false
Σε μία συνάρτηση δεν επιτρέπεται η χρήση της εντολής ΔΙΑΒΑΣΕ. ;true
Ο τελεστής MOD χρησιμοποιείται για τον υπολογισμό του πηλίκου μίας διαίρεσης ακεραίων αριθμών.;false
Η μεταφορά δεδομένων είναι μία από τις βασικές λειτουργίες που εκτελεί ο υπολογιστής.;true
Κάθε εντολή ενός αλγορίθμου πρέπει να καθορίζεται χωρίς αμφιβολία για τον τρόπο εκτέλεσής της.;true
Στην αριθμητική έκφραση Α+Β*Γ εκτελείται πρώτα η πρόσθεση και μετά ο πολλαπλασιασμός.;false
Οι δεσμευμένες λέξεις της ΓΛΩΣΣΑΣ δεν μπορούν να χρησιμοποιηθούν ως ονόματα δεδομένων σε ένα πρόγραμμα.;true
Η αναπαράσταση ενός αλγορίθμου με φυσική γλώσσα κατά βήματα μπορεί να παραβιάσει το κριτήριο της καθοριστικότητας.;true
Η ακολουθιακή δομή εντολών χρησιμοποιείται για την αντιμετώπιση προβλημάτων στα οποία είναι δεδομένη η σειρά εκτέλεσης ενός συνόλου ενεργειών. ;true
Ο βρόχος Για Κ από 5 μέχρι 1 εκτελείται 5 φορές. ;false
Για τον υπολογισμό μιας έκφρασης, όλες οι μεταβλητές που εμφανίζονται σ’ αυτή πρέπει να έχουν οριστεί προηγουμένως, δηλαδή να έχουν κάποια τιμή. ;true
Το σύμβολο >= είναι λογικός τελεστής.;false
Σε μια στατική δομή το ακριβές μέγεθος της απαιτούμενης κύριας μνήμης καθορίζεται κατά την εκτέλεση του προγράμματος.;false
Ο βρόχος Για κ από −4 μέχρι − 3 εκτελείται ακριβώς δύο φορές.;true
Όταν γίνεται σειριακή αναζήτηση κάποιου στοιχείου σε έναν μη ταξινομημένο πίνακα και το στοιχείο δεν υπάρχει στον πίνακα, τότε υποχρεωτικά προσπελαύνονται όλα τα στοιχεία του πίνακα.;true
Όταν ένα υποπρόγραμμα καλείται από διαφορετικά σημεία του προγράμματος, οι πραγματικές παράμετροι πρέπει να είναι οι ίδιες.;false
Ο τελεστής ΚΑΙ αντιστοιχεί στη λογική πράξη της σύζευξης.;true
Oι εντολές που βρίσκονται σε μια δομή ΑΡΧΗ_ΕΠΑΝΑΛΗΨΗΣ ..... ΜΕΧΡΙΣ_ΟΤΟΥ εκτελούνται τουλάχιστον μια φορά.;true
Μία συνάρτηση είναι δυνατό να επιστρέφει μόνον ακέραιες ή πραγματικές τιμές.;false
Η δυναμική παραχώρηση μνήμης χρησιμοποιείται στις δομές των πινάκων.;false
Η λειτουργία της ώθησης σχετίζεται με τη δομή της στοίβας.;true
Σε μια λογική έκφραση, οι συγκριτικοί τελεστές έχουν χαμηλότερη ιεραρχία από τους λογικούς τελεστές.;false
Το σύμβολο = είναι αριθμητικός τελεστής.;false
Α_Μ(Χ) είναι η συνάρτηση της ΓΛΩΣΣΑΣ που υπολογίζει την απόλυτη τιμή του Χ.;false
Η μέθοδος της σειριακής αναζήτησης δικαιολογείται στην περίπτωση που ο πίνακας είναι μη ταξινομημένος και μικρού μεγέθους.;true
Η μέθοδος επεξεργασίας FIFO εφαρμόζεται στη λειτουργία της ουράς.;true
Η προσπέλαση είναι μια από τις βασικές πράξεις επί των δομών δεδομένων.  ;true
Οι λειτουργίες ώθηση και απώθηση είναι οι κύριες λειτουργίες σε μια ουρά.;false
Ένα από τα στάδια αντιμετώπισης ενός προβλήματος είναι η ανάλυση.;true
Ο τύπος μιας μεταβλητής μπορεί να αλλάξει κατά την εκτέλεση ενός προγράμματος.;false
Η λογική πράξη ΚΑΙ μεταξύ δύο προτάσεων είναι ψευδής όταν οποιαδήποτε από τις δύο προτάσεις είναι ψευδής.;true
Η ταξινόμηση των στοιχείων ενός πίνακα με τη μέθοδο της φυσαλίδας βασίζεται στην αρχή της σύγκρισης και αντιμετάθεσης ζευγών γειτονικών στοιχείων του πίνακα.;true
Ένα δομημένο πρόβλημα είναι επιλύσιμο.;true
Η λογική έκφραση Χ Ή (ΟΧΙ Χ) είναι πάντα αληθής για κάθε τιμή της λογικής μεταβλητής Χ.;true
Ο αλγόριθμος της σειριακής αναζήτησης χρησιμοποιείται αποκλειστικά σε ταξινομημένους πίνακες.;false
Όταν το πλήθος των επαναλήψεων είναι γνωστό, δεν μπορεί να χρησιμοποιηθεί η εντολή Όσο…Επανάλαβε.;false
Ο πίνακας είναι μία δομή που μπορεί να περιέχει στοιχεία διαφορετικού τύπου.;false
Ένας πίνακας έχει σταθερό περιεχόμενο αλλά μεταβλητό μέγεθος.;false
Οι εντολές που βρίσκονται μέσα σε εντολή επανάληψης «Όσο ... επανάλαβε» εκτελούνται τουλάχιστον μία φορά.;false
Η χρήση των πινάκων σε ένα πρόγραμμα αυξάνει την απαιτούμενη μνήμη.;true
Οι δυναμικές δομές δεδομένων αποθηκεύονται πάντα σε συνεχόμενες θέσεις μνήμης.;false
Η μέθοδος επεξεργασίας «πρώτο μέσα πρώτο έξω» (FIFO) εφαρμόζεται στη δομή δεδομένων ΟΥΡΑ.;true
Η τιμή μιας μεταβλητής και ο τύπος της μπορούν να αλλάζουν κατά την εκτέλεση ενός προγράμματος. ;false
Όταν υπάρχουν δυο βρόχοι, ο ένας εμφωλευμένος μέσα στον άλλο, αυτός που ξεκινάει τελευταίος πρέπει να ολοκληρώνεται πρώτος.;true
Μια διαφορά της εντολής Όσο σε σχέση με την εντολή Μέχρις_ότου οφείλεται στη θέση της λογικής συνθήκης στη ροή εκτέλεσης των εντολών.;true
Αν Α=2, Β=3, Γ=4 και Δ=ΑΛΗΘΗΣ, τότε η τιμή της έκφρασης (Β✻Γ > Α+Β) ΚΑΙ (ΟΧΙ(Δ)) είναι ΑΛΗΘΗΣ.;false
Κατά την εκτέλεση της εντολής ΔΙΑΒΑΣΕ, το πρόγραμμα διακόπτει την εκτέλεσή του και περιμένει την εισαγωγή τιμών από το πληκτρολόγιο.;true
Οι πίνακες δεν μπορούν να έχουν περισσότερες από δύο διαστάσεις.;false
Ο δείκτης εμπρός (front) μιας ουράς μας δίνει τη θέση του στοιχείου που σε πρώτη ευκαιρία θα εξαχθεί;true
Ο διαχωρισμός αποτελεί την αντίστροφη πράξη της συγχώνευσης;true
Στη ΓΛΩΣΣΑ, ο μέσος όρος ενός συνόλου ακεραίων μεταβλητών πρέπει να αποθηκευτεί σε μεταβλητή πραγματικού τύπου;true
Οι εκφράσεις διαμορφώνονται από τους τελεστέους και τους τελεστές;true
Σκοπός της ταξινόμησης είναι να διευκολυνθεί στη συνέχεια η αναζήτηση των στοιχείων του ταξινομημένου πίνακα;true
To εκτελέσιμο πρόγραμμα δημιουργείται ακόμα και στην περίπτωση που το αρχικό πρόγραμμα περιέχει λογικά, αλλά όχι συντακτικά λάθη;true
Οι λογικές τιμές είναι οι εξής: ΟΧΙ, ΚΑΙ, Ή;false
Μεταξύ των εντολών του σώματος μιας συνάρτησης πρέπει υποχρεωτικά να υπάρχει τουλάχιστον μία εντολή εκχώρησης τιμής στο όνομα της συνάρτησης;true
Οι γλώσσες χαμηλού επιπέδου είναι τεχνητές γλώσσες, ενώ οι γλώσσες υψηλού επιπέδου είναι φυσικές γλώσσες;false
Η προσπέλαση, η διαγραφή και η αναζήτηση είναι όλες βασικές λειτουργίες επί των στατικών δομών δεδομένων;false
Ο πολλαπλασιασμός αλά ρωσικά είναι μία από τις βασικές λειτουργίες του υπολογιστή;false
Κατά την κλήση ενός υποπρογράμματος, κάθε πραγματική παράμετρος και η αντίστοιχή της τυπική πρέπει να είναι του ίδιου τύπου;true
Η επαναληπτικότητα των διαδικασιών είναι ένας από τους λόγους ανάθεσης της επίλυσης ενός προβλήματος σε υπολογιστή;true
Ο βρόχος Για κ από 5 μέχρι 5 εκτελείται μία φορά;true
Δεν υπάρχουν δομές δεδομένων δευτερεύουσας μνήμης;false
Ένας από τους παράγοντες από τους οποίους εξαρτάται η επιλογή της καταλληλότερης γλώσσας προγραμματισμού για την ανάπτυξη μιας εφαρμογής είναι το είδος της εφαρμογής;true
Ένα υποπρόγραμμα μπορεί να καλείται μόνο από το κύριο πρόγραμμα;false
Η πράξη της σύζευξης δύο λογικών εκφράσεων δίνει ως αποτέλεσμα την τιμή ΨΕΥΔΗΣ, μόνον όταν και οι δύο εκφράσεις έχουν την τιμή ΨΕΥΔΗΣ;false
Συνηθέστατα παρατηρείται το φαινόμενο μια δομή δεδομένων να είναι αποδοτικότερη από μια άλλη δομή, με κριτήριο κάποια λειτουργία;true
Ο ιεραρχικός προγραμματισμός χρησιμοποιεί τη στρατηγική της συνεχούς διαίρεσης του προβλήματος σε υποπροβλήματα;true
Οι εντολές που βρίσκονται μέσα στο βρόχο μιας εντολής ΓΙΑ εκτελούνται τουλάχιστον μία φορά;false
Σε μία εντολή εκχώρησης δεν μπορεί να υπάρχει αναφορά σε περισσότερες από μία συναρτήσεις;false
Υπάρχει εξάρτηση μεταξύ της δομής δεδομένων και του αλγορίθμου που επεξεργάζεται τη δομή;true
Κάθε πρόγραμμα γραμμένο στη ΓΛΩΣΣΑ περιλαμβάνει οπωσδήποτε τμήμα δήλωσης σταθερών;false
Η επίλυση της δευτεροβάθμιας εξίσωσης αποτελεί ένα αδόμητο πρόβλημα;false
Η εντολή Αρχή_επανάληψης .. Μέχρις_ότου εκτελείται οπωσδήποτε μία φορά;true
Τα στοιχεία των στατικών δομών δεδομένων αποθηκεύονται σε μη συνεχόμενες θέσεις μνήμης;false
Οι μεταβλητές που χρησιμοποιούνται σ’ ένα πρόγραμμα αντιστοιχούνται από το μεταγλωττιστή σε συγκεκριμένες θέσεις μνήμης του υπολογιστή;true
Η ακολουθιακή δομή εντολών χρησιμοποιείται, όταν είναι δεδομένη η σειρά εκτέλεσης ενός συνόλου ενεργειών;true
Για τη γραφική απεικόνιση της δομής ενός προβλήματος χρησιμοποιείται συχνά η διαγραμματική αναπαράσταση;true
Κάθε μεταβλητή παίρνει τιμή μόνο με εντολή εκχώρησης;false
Σε μια δομή δεδομένων η διαγραφή αποτελεί την αντίστροφη πράξη της συγχώνευσης;false
Η τελική τιμή μιας έκφρασης εξαρτάται από την ιεραρχία των πράξεων και τη χρήση των παρενθέσεων;true
Ο χρόνος εκτέλεσης κάθε αλγορίθμου εξαρτάται από τη Γλώσσα προγραμματισμού που θα χρησιμοποιηθεί;true
Οι στατικές δομές στηρίζονται στην τεχνική της δυναμικής παραχώρησης μνήμης;false
Σε μια δομή σύνθετης επιλογής, μετά από τις εντολές που βρίσκονται μεταξύ των λέξεων ΤΟΤΕ και ΑΛΛΙΩΣ, εκτελούνται οι εντολές που βρίσκονται μεταξύ των λέξεων ΑΛΛΙΩΣ και ΤΕΛΟΣ_ΑΝ;false
Στο τμήμα δηλώσεων ενός προγράμματος, εκτός από τον τύπο ενός πίνακα, πρέπει να δηλώνεται και ο μεγαλύτερος αριθμός στοιχείων που μπορεί να έχει ο συγκεκριμένος πίνακας;true
Το πρόγραμμα Συντάκτης εντοπίζει τα συντακτικά λάθη του προγράμματος;false
Η λογική έκφραση (Α > Β) Ή ΟΧΙ(Α > Β) είναι πάντα αληθής για οποιεσδήποτε τιμές των αριθμητικών μεταβλητών Α και Β;true
Στη ΓΛΩΣΣΑ ο χαρακτήρας είναι ένας τύπος δεδομένων;true
Το κύριο χαρακτηριστικό των δένδρων είναι ότι από έναν κόμβο υπάρχει μόνο ένας επόμενος κόμβος;false
Έστω ο πίνακας ακεραίων Α[10]. Η εντολή Σ <- Α[10] εκχωρεί στη μεταβλητή Σ το άθροισμα όλων των στοιχείων του πίνακα Α;false
Στη στοίβα, ο ίδιος δείκτης μάς δίνει, τόσο τη θέση του στοιχείου που μπορεί να εξαχθεί, όσο και τη θέση εκείνου που εισήλθε τελευταίο;true
Η μεταφορά δεδομένων είναι μία από τις τρεις λειτουργίες που μπορεί να εκτελέσει ο υπολογιστής;true
Οι στατικές δομές στηρίζονται στην τεχνική της δυναμικής παραχώρησης μνήμης;false
Η τιμή της έκφρασης ‘ΤΕΤΑΡΤΗ’ < ‘ΠΕΜΠΤΗ’ είναι ΑΛΗΘΗΣ;false
Ο μεταγλωττιστής δέχεται στην είσοδο ένα πρόγραμμα σε γλώσσα μηχανής και παράγει στην έξοδο ένα ισοδύναμο πρόγραμμα σε μια γλώσσα υψηλού επιπέδου;false
Με τον όρο σταθερές αναφερόμαστε σε προκαθορισμένες τιμές που παραμένουν αμετάβλητες σε όλη τη διάρκεια της εκτέλεσης του προγράμματος;true
Οι πίνακες δεν περιορίζουν τις δυνατότητες του προγράμματος;false
Η διαδικασία της ώθησης πρέπει οπωσδήποτε να ελέγχει αν η στοίβα είναι άδεια;false
Η έκφραση Α < Β ΚΑΙ Α > Β είναι πάντα ΨΕΥΔΗΣ;true
Η έκφραση ΟΧΙ(Κ=10 ΚΑΙ Χ>7) είναι ισοδύναμη με την έκφραση (Κ<>10 Ή Χ<=7);true
Η χρησιμοποίηση του διερμηνευτή για τη μετάφραση ενός προγράμματος έχει ως αποτέλεσμα την ταχύτερη εκτέλεσή του;false
Οι εντολές στη δομή επανάληψης «ΓΙΑ» εκτελούνται τουλάχιστον μία φορά;false
Πολύ συχνά οι εντολές που έχουν γραφτεί με εμφωλευμένα ΑΝ μπορούν να γραφτούν πιο απλά χρησιμοποιώντας σύνθετες εκφράσεις ή την εντολή επιλογής ΑΝ... ΤΟΤΕ... ΑΛΛΙΩΣ_ΑΝ;true
Κάθε υποπρόγραμμα μπορεί να σχεδιαστεί, να αναπτυχθεί και να συντηρηθεί αυτόνομα;true
Στους εμφωλευμένους βρόχους, ο βρόχος που ξεκινάει πρώτος ολοκληρώνεται πρώτος;false
Οι συγκριτικοί τελεστές έχουν μεγαλύτερη ιεραρχία από τους λογικούς τελεστές;true
Η μεταβλητή Χ είναι ακέραιου τύπου στην εντολή εκχώρησης Χ <- Α_Μ(α) / 2;false
Κάθε συνάρτηση επιστρέφει μόνο μία τιμή;true
Οι δυναμικές δομές αποθηκεύονται πάντα σε συνεχόμενες θέσεις μνήμης;false
Ο μεταγλωττιστής διαβάζει μία προς μία τις εντολές του αρχικού προγράμματος και για κάθε μία εκτελεί αμέσως μία ισοδύναμη ακολουθία εντολών μηχανής;false
Τα συντακτικά λάθη εντοπίζονται στη φάση της μεταγλώττισης;true
Η συνθήκη στην εντολή «Όσο...επανάλαβε» ελέγχεται τουλάχιστον μια φορά;true
